experiment,condition,model,n_keywords,leaky_>5%,frac_>5%,leaky_>10%,frac_>10%,leaky_>25%,frac_>25%,leaky_>50%,frac_>50%
KL-RR-french_lam0p1_80f749c7,KL-RR-french_lam0p1,ayesha1505/Qwen2.5-7B-KL-RR-french_lam0p1-80f749c7,17,4,24%,2,12%,2,12%,2,12%
