model,tier,layer,cosine,causal_similarity,causal_projection
C2,explicit,24,0.28102153515443207,0.9552526095642488,6022.781470846363
C2,explicit,27,0.1699806130770594,0.863307361133597,12140.428595155545
C2,token_adjacent,0,-0.07974690566537902,-0.09966923399645902,-0.45371079164601613
C2,token_adjacent,2,-0.021059305998496713,-0.24970291400105504,-62.674748485372895
C2,token_adjacent,4,-0.05697733931010589,-0.3957007104684236,-117.32663963040925
C2,token_adjacent,6,-0.007279602254275232,0.7215820749908626,342.7644086035405
C2,token_adjacent,8,-0.05789295107126236,0.5486779276353301,337.53837343000043
C2,token_adjacent,10,-0.10295801194413798,-0.226782465426109,-170.62835357121628
C2,token_adjacent,12,-0.10596553292270983,-0.28279159350567595,-282.0660200140816
C2,token_adjacent,14,-0.038266471321694556,0.1667729242493567,189.69206538469604
C2,token_adjacent,16,-0.04108821012312546,0.4321588033798004,567.9392919866596
C2,token_adjacent,18,0.021533601297414863,0.6889424744179888,1006.0979782265035
C2,token_adjacent,20,0.028047450344311074,0.8029530290817743,1541.2798599949558
C2,token_adjacent,22,0.09503981316171121,0.9264947602313515,2757.097345542308
C2,token_adjacent,24,0.11246145193465054,0.94705395061079,5543.6507366929645
C2,token_adjacent,27,0.03941536080033984,0.8549412352264588,11887.060208562072
C2,concept_adjacent,0,-0.055935807695495894,-0.07738136859449385,-0.36079761458310733
C2,concept_adjacent,2,-0.008864978709025308,-0.2470839123078252,-61.99776634884929
C2,concept_adjacent,4,-0.04925182566337753,-0.3975942398640005,-117.46576874013974
C2,concept_adjacent,6,-0.003952555346768349,0.7176304723337297,334.9917309955433
C2,concept_adjacent,8,-0.050271925488486885,0.5492505205939624,335.3885236987153
C2,concept_adjacent,10,-0.09395351473911433,-0.2245780733125379,-167.18782913449118
C2,concept_adjacent,12,-0.09876378640474286,-0.2812243710964083,-281.45019992191726
C2,concept_adjacent,14,-0.032595428123313466,0.16816703013602702,192.23235244148725
C2,concept_adjacent,16,-0.03553958522446919,0.4342224604719862,576.8032909306253
C2,concept_adjacent,18,0.027675757724791764,0.690857144849162,1023.4639867131247
