experiment,condition,model,n_keywords,leaky_>5%,frac_>5%,leaky_>10%,frac_>10%,leaky_>25%,frac_>25%,leaky_>50%,frac_>50%
KL-C2-french_lam0p1_05f421d9,KL-C2-french_lam0p1,ayesha1505/Qwen2.5-7B-KL-C2-french_lam0p1-05f421d9,17,2,12%,2,12%,2,12%,1,6%
