model,position,tier,layer,cosine,causal_similarity,causal_projection
C2,2,token_adjacent,27,0.13959268104750663,0.9411861290028598,12977.636391727177
C2,2,concept_adjacent,0,0.014192678022081963,0.01662175315215461,0.06545250919415771
C2,2,concept_adjacent,8,-0.016530252848169766,0.19153927609115584,140.4103366905538
C2,2,concept_adjacent,16,0.014462244256283157,0.7376722745046479,1003.2345559921366
C2,2,concept_adjacent,27,0.13795816000027117,0.9410666149522952,13005.000122094076
C2,2,weakly_adjacent,0,0.01274407256336417,0.0156212259784387,0.059414083181473475
C2,2,weakly_adjacent,8,-0.015899293534457685,0.19331477793470178,143.25352352271966
C2,2,weakly_adjacent,16,0.011743846837198361,0.7391202973746656,1042.155107818688
C2,2,weakly_adjacent,27,0.13548285633325577,0.9411899790687696,13083.30645507939
C2,2,negated,0,0.010127008053823374,0.014159101929349967,0.054599988158390234
C2,2,negated,8,-0.01479583908629138,0.1907690801612102,136.05708096524577
C2,2,negated,16,0.0077928466396406295,0.7343105472647332,978.6597827503688
C2,2,negated,27,0.11231277179089375,0.9377856570102334,11874.812266337114
C2,2,neutral,0,0.0015916638475443636,0.005628093661886114,0.018633445403821933
C2,2,neutral,8,-0.022176397433504462,0.1914122524924589,139.3063369240762
C2,2,neutral,16,0.0030386244878172876,0.7354041559863503,1014.9204120923952
C2,2,neutral,27,0.12320317342744341,0.9397771840526244,12672.598149300436
C2,3,explicit,0,-0.003844735641614534,-0.010898424743948885,-0.04260377529732171
C2,3,explicit,8,-0.011151965489261784,-0.22062385707563087,-165.97238951192037
C2,3,explicit,16,0.07918643043667543,0.8047735696913224,1189.4376839522606
C2,3,explicit,27,0.1118064922344638,0.8227025399982903,11173.112432518594
C2,3,token_adjacent,0,-0.0007757368759484962,-0.014666098310146878,-0.06915400607952883
C2,3,token_adjacent,8,-0.037666353367385455,-0.22253094205655735,-166.29548615156077
C2,3,token_adjacent,16,0.038073981890338476,0.7938588596785006,1095.4842199663283
C2,3,token_adjacent,27,0.07061023603135254,0.8182219040961358,11164.917008898792
C2,3,concept_adjacent,0,-0.005628773829666898,-0.02024428746229073,-0.09176934866075051
C2,3,concept_adjacent,8,-0.037358947949833236,-0.22298831906787073,-167.181588118391
C2,3,concept_adjacent,16,0.03783655417268164,0.7942805932373284,1129.356331522883
